address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Rantzausgade 11, 4. 172200 København N",vn N,499.000,14-06-2013,Alm. Salg,10.183,1,Lejlighed,49,1970,,Aktuel værdi
"Wesselsgade 9, 1. TH2200 København N",vn N,2.575.000,13-06-2013,Alm. Salg,31.790,3,Lejlighed,81,1886,-3 %,Aktuel værdi
"Mimersgade 96, 3. TV2200 København N",vn N,1.298.000,12-06-2013,Alm. Salg,21.278,2,Lejlighed,61,1938,0 %,Aktuel værdi
"Jagtvej 145, 4. 12200 København N",vn N,1.595.000,12-06-2013,Alm. Salg,21.849,2,Lejlighed,73,1978,0 %,Aktuel værdi
"Julius Bloms Gade 2, 3. TH2200 København N",vn N,2.275.000,11-06-2013,Alm. Salg,26.149,3,Lejlighed,87,1906,-1 %,Aktuel værdi
"Læssøesgade 21, 4. TV2200 København N",vn N,1.750.000,10-06-2013,Alm. Salg,32.407,2,Lejlighed,54,1868,0 %,Aktuel værdi
"Peblinge Dossering 44, 2. TV2200 København N",vn N,4.152.600,10-06-2013,Alm. Salg,34.605,5,Lejlighed,120,1862,0 %,Aktuel værdi
"Fenrisgade 4, ST. TH2200 København N",vn N,1.300.000,06-06-2013,Alm. Salg,20.967,2,Lejlighed,62,1913,0 %,Aktuel værdi
"Ahornsgade 1, 3. TV2200 København N",vn N,2.000.000,06-06-2013,Fam. Salg,26.666,3,Lejlighed,75,1888,,Aktuel værdi
"Søllerødgade 27, 4. TH2200 København N",vn N,1.699.001,03-06-2013,Alm. Salg,28.316,2,Lejlighed,60,1903,,Aktuel værdi
"Frejasgade 7, 3. TV2200 København N",vn N,652.500,31-05-2013,Andet,8.365,3,Lejlighed,78,1901,,Aktuel værdi
"Hamletsgade 15, 1. TV2200 København N",vn N,1.950.000,31-05-2013,Alm. Salg,23.214,4,Lejlighed,84,1947,-2 %,Aktuel værdi
"Sorgenfrigade 5, ST. TH2200 København N",vn N,1.350.000,31-05-2013,Alm. Salg,22.500,2,Lejlighed,60,1931,,Aktuel værdi
"Baldersgade 69, ST. TV2200 København N",vn N,2.359.000,30-05-2013,Alm. Salg,28.083,3,Lejlighed,84,1903,0 %,Aktuel værdi
"Nørrebrogade 219, 1. TH2200 København N",vn N,1.200.000,30-05-2013,Alm. Salg,22.641,2,Lejlighed,53,1901,-2 %,Aktuel værdi
"Julius Bloms Gade 29, 2. TV2200 København N",vn N,1.495.000,30-05-2013,Alm. Salg,25.775,2,Lejlighed,58,1904,0 %,Aktuel værdi
"Rådmandsgade 40D, 2. MF2200 København N",vn N,1.140.000,30-05-2013,Alm. Salg,17.812,2,Lejlighed,64,1967,-5 %,Aktuel værdi
"Ryesgade 6, 1. TV2200 København N",vn N,7.500.000,29-05-2013,Alm. Salg,80.645,4,Lejlighed,93,1892,,Aktuel værdi
"Farumgade 9, 3. TV2200 København N",vn N,1.360.000,28-05-2013,Alm. Salg,24.727,2,Lejlighed,55,1915,-3 %,Aktuel værdi
"Peblinge Dossering 32, 1. TV2200 København N",vn N,5.600.000,27-05-2013,Alm. Salg,38.620,5,Lejlighed,145,1907,,Aktuel værdi
"Fælledvej 7, 4. TH2200 København N",vn N,2.650.000,27-05-2013,Alm. Salg,44.166,2,Lejlighed,60,1880,,Aktuel værdi
"Sortedam Dossering 25, 2. TH2200 København N",vn N,3.400.000,27-05-2013,Fam. Salg,21.935,5,Lejlighed,155,1892,,Aktuel værdi
"Esromgade 30, 1. TH2200 København N",vn N,1.450.000,26-05-2013,Alm. Salg,27.358,2,Lejlighed,53,1904,0 %,Aktuel værdi
"Ole Jørgensens Gade 5, 2. TH2200 København N",vn N,1.250.000,26-05-2013,Alm. Salg,23.584,2,Lejlighed,53,1901,-3 %,Aktuel værdi
"Læssøesgade 21, 4. TH2200 København N",vn N,1.745.000,24-05-2013,Alm. Salg,31.727,2,Lejlighed,55,1868,0 %,Aktuel værdi
"Krogerupgade 53, 3. TV2200 København N",vn N,1.470.000,24-05-2013,Alm. Salg,27.735,2,Lejlighed,53,1935,-2 %,Aktuel værdi
"Ægirsgade 34, 1. TV2200 København N",vn N,1.249.000,23-05-2013,Alm. Salg,21.169,2,Lejlighed,59,1903,0 %,Aktuel værdi
"Guldbergsgade 47, 4. TV2200 København N",vn N,1.535.000,22-05-2013,Alm. Salg,31.979,2,Lejlighed,48,1881,2 %,Aktuel værdi
"Sigynsgade 48, ST. TH2200 København N",vn N,1.700.000,20-05-2013,Alm. Salg,20.481,3,Lejlighed,83,1991,-3 %,Aktuel værdi
"Sigynsgade 36, 1. TH2200 København N",vn N,1.550.000,16-05-2013,Alm. Salg,21.830,2,Lejlighed,71,1991,-3 %,Aktuel værdi
"Sankt Hans Torv 24, 22200 København N",vn N,4.125.000,16-05-2013,Alm. Salg,29.049,5,Lejlighed,142,1907,-8 %,Aktuel værdi
"Heimdalsgade 34, 3. TV2200 København N",vn N,1.147.500,15-05-2013,Fam. Salg,12.750,3,Lejlighed,90,1913,,Aktuel værdi
"Peter Fabers Gade 30, 1. TV2200 København N",vn N,1.350.000,14-05-2013,Alm. Salg,27.000,2,Lejlighed,50,1896,-3 %,Aktuel værdi
"Dagmarsgade 36, 4. 132200 København N",vn N,624.000,13-05-2013,Alm. Salg,19.500,1,Lejlighed,32,1974,-4 %,Aktuel værdi
"Gormsgade 6, 6. 282200 København N",vn N,875.000,12-05-2013,Alm. Salg,19.886,1,Lejlighed,44,1965,-12 %,Aktuel værdi
"Dagmarsgade 19, 3. 4112200 København N",vn N,1.350.000,12-05-2013,Alm. Salg,22.881,2,Lejlighed,59,1974,-4 %,Aktuel værdi
"Vølundsgade 21, 4. TH2200 København N",vn N,1.605.000,11-05-2013,Alm. Salg,27.203,2,Lejlighed,59,1905,1 %,Aktuel værdi
"Vølundsgade 21, 1. TV2200 København N",vn N,1.498.000,10-05-2013,Alm. Salg,25.389,2,Lejlighed,59,1905,0 %,Aktuel værdi
"Rantzausgade 11A, 2. 52200 København N",vn N,320.000,10-05-2013,Alm. Salg,9.142,1,Lejlighed,35,1970,,Aktuel værdi
"Ravnsborggade 18B, 32200 København N",vn N,3.650.000,10-05-2013,Alm. Salg,31.196,4,Lejlighed,117,1876,,Aktuel værdi
"Bjelkes Allé 10, ST. 12200 København N",vn N,1.275.000,08-05-2013,Alm. Salg,23.611,2,Lejlighed,54,1962,-2 %,Aktuel værdi
"Sankt Hans Gade 4, ST. TH2200 København N",vn N,2.400.000,08-05-2013,Alm. Salg,25.531,3,Lejlighed,94,1893,-4 %,Aktuel værdi
"Tagensvej 100, 32200 København N",vn N,2.825.000,06-05-2013,Alm. Salg,18.708,5,Lejlighed,151,1908,0 %,Aktuel værdi
"Farumgade 9, 4. TH2200 København N",vn N,1.355.000,02-05-2013,Alm. Salg,23.362,2,Lejlighed,58,1915,0 %,Aktuel værdi
"Farumgade 9, 1. TV2200 København N",vn N,1.237.000,01-05-2013,Alm. Salg,22.490,2,Lejlighed,55,1915,-1 %,Aktuel værdi
"Poppelgade 14, 2. TH2200 København N",vn N,1.560.000,01-05-2013,Alm. Salg,30.588,2,Lejlighed,51,1889,-1 %,Aktuel værdi
"Lundtoftegade 97, 4. TV2200 København N",vn N,1.310.000,30-04-2013,Alm. Salg,25.192,2,Lejlighed,52,1930,-3 %,Aktuel værdi
"Lundtoftegade 95, 3. TV2200 København N",vn N,1.485.000,30-04-2013,Alm. Salg,22.164,3,Lejlighed,67,1930,-7 %,Aktuel værdi
"Sortedam Dossering 41D, 2. TH2200 København N",vn N,1.695.000,30-04-2013,Alm. Salg,28.250,2,Lejlighed,60,1963,0 %,Aktuel værdi
"Julius Bloms Gade 9, 5. 52200 København N",vn N,575.000,30-04-2013,Alm. Salg,23.000,1,Lejlighed,25,1907,,Aktuel værdi
"Hamletsgade 21, 4. TH2200 København N",vn N,1.165.000,29-04-2013,Alm. Salg,17.651,3,Lejlighed,66,1947,0 %,Aktuel værdi
"Poppelgade 10, 4. TV2200 København N",vn N,1.550.000,26-04-2013,Alm. Salg,29.245,2,Lejlighed,53,1889,0 %,Aktuel værdi
"Læssøesgade 23, 4. TH2200 København N",vn N,1.745.000,25-04-2013,Alm. Salg,28.606,2,Lejlighed,61,1868,,Aktuel værdi
"Peter Fabers Gade 36, 4. TH2200 København N",vn N,1.425.000,25-04-2013,Alm. Salg,31.666,2,Lejlighed,45,1883,2 %,Aktuel værdi
"Stefansgade 10, 1. TV2200 København N",vn N,1.145.000,24-04-2013,Alm. Salg,30.945,2,Lejlighed,37,1886,,Aktuel værdi
"Hamletsgade 4, 3. 1892200 København N",vn N,1.215.000,21-04-2013,Alm. Salg,18.409,2,Lejlighed,66,1975,-3 %,Aktuel værdi
"Rådmandsgade 40C, 6. 1462200 København N",vn N,700.000,21-04-2013,Alm. Salg,14.000,1,Lejlighed,50,1967,-7 %,Aktuel værdi
"Kronborggade 8, 4. TH2200 København N",vn N,2.295.000,19-04-2013,Alm. Salg,32.785,3,Lejlighed,70,1899,0 %,Aktuel værdi
"Dagmarsgade 17, 4. 5062200 København N",vn N,1.200.000,19-04-2013,Alm. Salg,20.338,2,Lejlighed,59,1974,-7 %,Aktuel værdi
"Meinungsgade 14, 1. TV2200 København N",vn N,1.430.000,17-04-2013,Alm. Salg,26.981,2,Lejlighed,53,1910,,Aktuel værdi
"Baldersgade 69, 3. TV2200 København N",vn N,2.595.000,16-04-2013,Alm. Salg,30.892,3,Lejlighed,84,1903,0 %,Aktuel værdi
"Sorgenfrigade 2, 42200 København N",vn N,2.995.000,16-04-2013,Alm. Salg,25.818,4,Lejlighed,116,1904,0 %,Aktuel værdi
"Husumgade 51, 2. TV2200 København N",vn N,1.775.000,15-04-2013,Alm. Salg,25.724,3,Lejlighed,69,1900,0 %,Aktuel værdi
"Birkegade 11, 4. TH2200 København N",vn N,3.150.000,15-04-2013,Alm. Salg,35.795,3,Lejlighed,88,1892,,Aktuel værdi
"Asminderødgade 8, 4. TV2200 København N",vn N,1.435.000,15-04-2013,Alm. Salg,24.741,2,Lejlighed,58,1908,,Aktuel værdi
"Dagmarsgade 17, 3. 4052200 København N",vn N,1.295.000,15-04-2013,Alm. Salg,21.949,2,Lejlighed,59,1974,0 %,Aktuel værdi
"Nordbanegade 22, 2. TH2200 København N",vn N,1.267.500,14-04-2013,Alm. Salg,25.867,2,Lejlighed,49,1898,-2 %,Aktuel værdi
"Ahornsgade 4, 1. TV2200 København N",vn N,2.195.000,14-04-2013,Alm. Salg,27.437,2,Lejlighed,80,1900,-4 %,Aktuel værdi
"Blegdamsvej 8, 52200 København N",vn N,2.410.000,12-04-2013,Alm. Salg,33.472,3,Lejlighed,72,1868,-4 %,Aktuel værdi
"Farumgade 1, ST. TV2200 København N",vn N,1.325.000,12-04-2013,Alm. Salg,25.480,2,Lejlighed,52,1892,-4 %,Aktuel værdi
"Sigynsgade 42, 2. TV2200 København N",vn N,1.860.000,12-04-2013,Alm. Salg,23.846,3,Lejlighed,78,1991,-2 %,Aktuel værdi
"Poppelgade 8, 3. TH2200 København N",vn N,1.398.000,12-04-2013,Alm. Salg,24.964,2,Lejlighed,56,1889,0 %,Aktuel værdi
"Heimdalsgade 14, 2. 42200 København N",vn N,2.295.000,11-04-2013,Alm. Salg,29.050,2,Lejlighed,79,1939,0 %,Aktuel værdi
"Meinungsgade 42, 5. TV2200 København N",vn N,1.605.000,08-04-2013,Alm. Salg,32.755,2,Lejlighed,49,1881,2 %,Aktuel værdi
"Thyrasgade 4, 2. 3102200 København N",vn N,1.345.000,07-04-2013,Alm. Salg,22.416,2,Lejlighed,60,1974,0 %,Aktuel værdi
"Vølundsgade 24, 4. TV2200 København N",vn N,1.495.000,05-04-2013,Alm. Salg,24.508,2,Lejlighed,61,1907,0 %,Aktuel værdi
"Hamletsgade 8, 1. 682200 København N",vn N,645.000,04-04-2013,Alm. Salg,14.659,1,Lejlighed,44,1975,-7 %,Aktuel værdi
"Peblinge Dossering 32, 1. TH2200 København N",vn N,5.250.000,02-04-2013,Alm. Salg,35.958,6,Lejlighed,146,1907,0 %,Aktuel værdi
"Fælledvej 27, 42200 København N",vn N,4.335.000,01-04-2013,Alm. Salg,22.696,7,Lejlighed,191,1884,-13 %,Aktuel værdi
"Tagensvej 47, 2. 112200 København N",vn N,710.000,27-03-2013,Alm. Salg,16.511,1,Lejlighed,43,1966,,Aktuel værdi
"Nørre Allé 11B, 4. TH2200 København N",vn N,1.500.000,27-03-2013,Alm. Salg,25.862,2,Lejlighed,58,1900,,Aktuel værdi
"Ahornsgade 1, 2. TH2200 København N",vn N,2.875.000,26-03-2013,Alm. Salg,37.337,3,Lejlighed,77,1888,-4 %,Aktuel værdi
"Sortedam Dossering 41A, 1. TH2200 København N",vn N,1.500.000,26-03-2013,Alm. Salg,30.000,1,Lejlighed,50,1963,-5 %,Aktuel værdi
"Fenrisgade 2, 3. TV2200 København N",vn N,1.399.000,25-03-2013,Alm. Salg,22.564,2,Lejlighed,62,1913,0 %,Aktuel værdi
"Ægirsgade 15, 1. TH2200 København N",vn N,1.370.000,25-03-2013,Alm. Salg,24.035,2,Lejlighed,57,1903,-2 %,Aktuel værdi
"Mimersgade 56, ST. TV2200 København N",vn N,2.235.000,25-03-2013,Alm. Salg,27.256,3,Lejlighed,82,1906,-1 %,Aktuel værdi
"Krogerupgade 49, 2. TV2200 København N",vn N,1.595.000,22-03-2013,Alm. Salg,30.673,2,Lejlighed,52,1935,0 %,Aktuel værdi
"Baldersgade 50, 4. TV2200 København N",vn N,2.100.000,20-03-2013,Alm. Salg,27.272,3,Lejlighed,77,1902,,Aktuel værdi
"Dagmarsgade 24, 3. 1172200 København N",vn N,1.245.000,19-03-2013,Alm. Salg,21.842,2,Lejlighed,57,1974,0 %,Aktuel værdi
"Dagmarsgade 17, ST. 1062200 København N",vn N,850.000,19-03-2013,Alm. Salg,14.406,2,Lejlighed,59,1974,-8 %,Aktuel værdi
"Dagmarsgade 19, 2. 3132200 København N",vn N,1.195.000,18-03-2013,Alm. Salg,20.254,2,Lejlighed,59,1974,-6 %,Aktuel værdi
"Sorgenfrigade 11, 2. TV2200 København N",vn N,892.500,18-03-2013,Fam. Salg,16.227,2,Lejlighed,55,1932,,Aktuel værdi
"Sigynsgade 36, 3. TH2200 København N",vn N,1.395.000,18-03-2013,Alm. Salg,21.136,2,Lejlighed,66,1991,0 %,Aktuel værdi
"Jagtvej 51, 3. TH2200 København N",vn N,2.250.000,18-03-2013,Alm. Salg,23.936,3,Lejlighed,94,1905,-6 %,Aktuel værdi
"Møllegade 24, 3. TV2200 København N",vn N,1.549.000,14-03-2013,Alm. Salg,28.685,2,Lejlighed,54,1889,0 %,Aktuel værdi
"Blegdamsvej 26, 4. TV2200 København N",vn N,2.300.000,14-03-2013,Alm. Salg,34.328,3,Lejlighed,67,1878,-3 %,Aktuel værdi
"Tømrergade 7, ST. 12200 København N",vn N,790.000,13-03-2013,Andet,16.122,2,Lejlighed,49,1963,,Aktuel værdi
"Birkegade 15B, 1. TH2200 København N",vn N,1.075.000,13-03-2013,Alm. Salg,19.196,2,Lejlighed,56,1892,8 %,Aktuel værdi
"Dagmarsgade 17, 1. 2082200 København N",vn N,1.162.000,13-03-2013,Alm. Salg,19.694,2,Lejlighed,59,1974,,Aktuel værdi
"Søllerødgade 37, 2. TH2200 København N",vn N,2.050.000,12-03-2013,Alm. Salg,29.710,3,Lejlighed,69,1903,-2 %,Aktuel værdi
"Ole Jørgensens Gade 3, 3. TV2200 København N",vn N,1.250.000,12-03-2013,Alm. Salg,22.727,2,Lejlighed,55,1901,-3 %,Aktuel værdi
"Nørre Sideallé 7, 2. TV2200 København N",vn N,1.600.000,12-03-2013,Alm. Salg,32.000,2,Lejlighed,50,1901,,Aktuel værdi
"Kronborggade 26, 5. TH2200 København N",vn N,2.495.000,11-03-2013,Alm. Salg,31.187,4,Lejlighed,80,1900,,Aktuel værdi
"Thyrasgade 4, 4. 5042200 København N",vn N,1.320.000,08-03-2013,Alm. Salg,22.000,2,Lejlighed,60,1974,2 %,Aktuel værdi
"Husumgade 10, 52200 København N",vn N,2.001.000,08-03-2013,Alm. Salg,23.541,3,Lejlighed,85,1904,6 %,Aktuel værdi
"Baldersgade 73, 1. TV2200 København N",vn N,1.950.000,07-03-2013,Alm. Salg,27.083,3,Lejlighed,72,1903,3 %,Aktuel værdi
"Lundtoftegade 95, 3. TH2200 København N",vn N,1.745.000,07-03-2013,Alm. Salg,25.661,3,Lejlighed,68,1930,-3 %,Aktuel værdi
"Peter Fabers Gade 16, ST. TH2200 København N",vn N,1.300.000,05-03-2013,Alm. Salg,24.074,2,Lejlighed,54,1893,-4 %,Aktuel værdi
"Peter Fabers Gade 36, ST. TH2200 København N",vn N,1.260.000,05-03-2013,Alm. Salg,28.000,2,Lejlighed,45,1883,,Aktuel værdi
"Lundtoftegade 101, ST. TV2200 København N",vn N,1.275.000,04-03-2013,Alm. Salg,22.368,2,Lejlighed,57,1930,2 %,Aktuel værdi
"Lundtoftegade 84, 1. TH2200 København N",vn N,1.445.000,03-03-2013,Fam. Salg,16.802,3,Lejlighed,86,1907,,Aktuel værdi
"Heimdalsgade 37A, 1. TH2200 København N",vn N,969.750,01-03-2013,Alm. Salg,9.235,3,Lejlighed,105,1925,,Aktuel værdi
"Poppelgade 10, 5. TV2200 København N",vn N,1.499.000,01-03-2013,Alm. Salg,28.283,2,Lejlighed,53,1889,0 %,Aktuel værdi
"Husumgade 49, 4. TV2200 København N",vn N,1.070.000,27-02-2013,Fam. Salg,17.540,3,Lejlighed,61,1900,,Aktuel værdi
"Guldbergsgade 11, 2. TV2200 København N",vn N,2.950.000,26-02-2013,Alm. Salg,38.311,3,Lejlighed,77,1885,,Aktuel værdi
"Husumgade 12A, ST2200 København N",vn N,900.000,26-02-2013,Alm. Salg,20.000,1,Lejlighed,45,1904,-5 %,Aktuel værdi
"Hamletsgade 4, 1. 1512200 København N",vn N,1.000.000,26-02-2013,Alm. Salg,15.151,2,Lejlighed,66,1975,-5 %,Aktuel værdi
"Rantzausgade 11, 2. 52200 København N",vn N,250.000,25-02-2013,Alm. Salg,7.812,1,Lejlighed,32,1970,-15 %,Aktuel værdi
"Holtegade 10, 1. TV2200 København N",vn N,2.195.000,23-02-2013,Alm. Salg,27.437,3,Lejlighed,80,1932,0 %,Aktuel værdi
"Farumgade 1, 3. TV2200 København N",vn N,1.445.000,22-02-2013,Alm. Salg,27.788,2,Lejlighed,52,1892,4 %,Aktuel værdi
"Sorgenfrigade 8E, 1. 12200 København N",vn N,2.175.000,20-02-2013,Alm. Salg,27.531,3,Lejlighed,79,1933,-3 %,Aktuel værdi
"Åboulevard 46, 2. TV2200 København N",vn N,2.780.000,20-02-2013,Alm. Salg,22.601,4,Lejlighed,123,1886,3 %,Aktuel værdi
"Uffesgade 8, ST2200 København N",vn N,2.450.000,20-02-2013,Alm. Salg,20.940,5,Lejlighed,117,1901,-6 %,Aktuel værdi
"Wesselsgade 3, 2. TV2200 København N",vn N,1.775.000,19-02-2013,Alm. Salg,33.490,2,Lejlighed,53,1885,5 %,Aktuel værdi
"Schleppegrellsgade 8, 3. TH2200 København N",vn N,3.155.000,18-02-2013,Alm. Salg,33.563,4,Lejlighed,94,1892,11 %,Aktuel værdi
"Farumgade 7, 1. TV2200 København N",vn N,1.485.000,14-02-2013,Alm. Salg,24.750,2,Lejlighed,60,1915,0 %,Aktuel værdi
"Schleppegrellsgade 6, ST. TH2200 København N",vn N,3.115.000,12-02-2013,Alm. Salg,35.397,3,Lejlighed,88,1892,,Aktuel værdi
"Hamletsgade 21, 4. TV2200 København N",vn N,1.450.000,11-02-2013,Alm. Salg,22.656,3,Lejlighed,64,1947,0 %,Aktuel værdi
"Blågårdsgade 26, 2. 182200 København N",vn N,1.495.000,09-02-2013,Alm. Salg,21.985,2,Lejlighed,68,1972,0 %,Aktuel værdi
"Hamletsgade 4, 1. 1492200 København N",vn N,1.050.000,07-02-2013,Alm. Salg,14.788,2,Lejlighed,71,1975,-4 %,Aktuel værdi
"Stengade 52B, 4. 22200 København N",vn N,1.145.000,06-02-2013,Alm. Salg,23.367,2,Lejlighed,49,1973,-4 %,Aktuel værdi
"Julius Bloms Gade 8, 3. TH2200 København N",vn N,1.995.000,05-02-2013,Alm. Salg,27.708,2,Lejlighed,72,1908,0 %,Aktuel værdi
Bjelkes Allé 152200 København N,vn N,2.300.000,31-01-2013,Alm. Salg,11.734,11,Villa,196,1878,-21 %,Aktuel værdi
"Blågårdsgade 26, 3. 252200 København N",vn N,1.515.000,31-01-2013,Alm. Salg,19.934,2,Lejlighed,76,1972,-5 %,Aktuel værdi
"Nørrebrogade 205, 4. TH2200 København N",vn N,425.246,30-01-2013,Alm. Salg,6.644,3,Lejlighed,64,1892,,Aktuel værdi
"Rådmandsgade 47, 3. TH2200 København N",vn N,1.698.000,28-01-2013,Alm. Salg,26.123,3,Lejlighed,65,1933,0 %,Aktuel værdi
"Vølundsgade 14B, ST. TV2200 København N",vn N,1.395.000,28-01-2013,Alm. Salg,23.644,2,Lejlighed,59,1903,0 %,Aktuel værdi
"Thyrasgade 4, ST. 1012200 København N",vn N,1.185.000,25-01-2013,Alm. Salg,18.230,2,Lejlighed,65,1974,-1 %,Aktuel værdi
"Vølundsgade 22, 1. TV2200 København N",vn N,1.466.000,23-01-2013,Alm. Salg,25.275,2,Lejlighed,58,1907,1 %,Aktuel værdi
"Stengade 52A, 3. 32200 København N",vn N,1.525.000,23-01-2013,Alm. Salg,24.206,2,Lejlighed,63,1973,2 %,Aktuel værdi
"Poppelgade 11, 4. TV2200 København N",vn N,1.595.000,22-01-2013,Alm. Salg,30.673,2,Lejlighed,52,1889,0 %,Aktuel værdi
"Søllerødgade 32, 1. TH2200 København N",vn N,2.025.000,22-01-2013,Alm. Salg,27.364,3,Lejlighed,74,1932,-3 %,Aktuel værdi
"Ægirsgade 34, 4. TV2200 København N",vn N,1.400.000,21-01-2013,Alm. Salg,23.728,2,Lejlighed,59,1903,0 %,Aktuel værdi
"Dagmarsgade 28, 4. 872200 København N",vn N,1.360.000,20-01-2013,Alm. Salg,20.606,2,Lejlighed,66,1974,5 %,Aktuel værdi
"Slejpnersgade 6, ST. 32200 København N",vn N,850.000,18-01-2013,Alm. Salg,19.318,1,Lejlighed,44,1938,-5 %,Aktuel værdi
"Peter Fabers Gade 20, 3. TV2200 København N",vn N,1.450.000,17-01-2013,Alm. Salg,29.000,2,Lejlighed,50,1893,-3 %,Aktuel værdi
"Nørre Sideallé 7, ST. TV2200 København N",vn N,1.320.000,17-01-2013,Alm. Salg,26.938,1,Lejlighed,49,1901,-2 %,Aktuel værdi
"Tagensvej 55, 4. TV2200 København N",vn N,1.766.000,09-01-2013,Alm. Salg,26.757,3,Lejlighed,66,1933,-2 %,Aktuel værdi
"Dagmarsgade 24, 1. 1042200 København N",vn N,1.090.000,09-01-2013,Alm. Salg,19.122,2,Lejlighed,57,1974,-5 %,Aktuel værdi
"Sigynsgade 58, 4. TH2200 København N",vn N,1.800.000,09-01-2013,Alm. Salg,21.428,3,Lejlighed,84,1991,0 %,Aktuel værdi
"P.D. Løvs Allé 16, ST. TH2200 København N",vn N,615.000,31-12-2012,Andet,10.982,2,Lejlighed,56,1906,,Aktuel værdi
"Schleppegrellsgade 7, 1. TV2200 København N",vn N,2.995.000,28-12-2012,Alm. Salg,31.861,4,Lejlighed,94,1892,-3 %,Aktuel værdi
"Bjelkes Allé 4, 4. 22200 København N",vn N,892.500,27-12-2012,Fam. Salg,14.631,2,Lejlighed,61,1970,,Aktuel værdi
"Julius Bloms Gade 25, ST. TV2200 København N",vn N,1.950.000,26-12-2012,Alm. Salg,23.493,3,Lejlighed,83,1934,-2 %,Aktuel værdi
"Tagensvej 47, 4. 322200 København N",vn N,1.610.000,17-12-2012,Alm. Salg,22.054,3,Lejlighed,73,1966,-5 %,Aktuel værdi
"Sigynsgade 42, 3. TV2200 København N",vn N,1.317.500,17-12-2012,Alm. Salg,16.891,3,Lejlighed,78,1991,,Aktuel værdi
"Læssøesgade 25, 1. TV2200 København N",vn N,2.950.000,16-12-2012,Alm. Salg,28.095,3,Lejlighed,105,1868,0 %,Aktuel værdi
"Mimersgade 96, 2. TV2200 København N",vn N,506.883,13-12-2012,Alm. Salg,8.309,2,Lejlighed,61,1938,,Aktuel værdi
"Nannasgade 27, 1. 32200 København N",vn N,942.500,13-12-2012,Fam. Salg,19.635,2,Lejlighed,48,1947,,Aktuel værdi
"Åboulevard 34B, 1. TV2200 København N",vn N,1.125.000,12-12-2012,Alm. Salg,26.785,2,Lejlighed,42,1885,-2 %,Aktuel værdi
"Schleppegrellsgade 6, 2. TV2200 København N",vn N,3.125.000,12-12-2012,Alm. Salg,33.244,4,Lejlighed,94,1892,,Aktuel værdi
"Åboulevard 60, 3. TV2200 København N",vn N,2.275.000,12-12-2012,Alm. Salg,21.875,4,Lejlighed,104,1903,-5 %,Aktuel værdi
"Ahornsgade 19, 12200 København N",vn N,1.743.750,11-12-2012,Alm. Salg,15.296,3,Lejlighed,114,1886,,Aktuel værdi
"Baldersgade 46, 3. TV2200 København N",vn N,1.030.000,11-12-2012,Fam. Salg,18.392,2,Lejlighed,56,1901,,Aktuel værdi
"Åboulevard 46, 1. TH2200 København N",vn N,2.200.000,11-12-2012,Alm. Salg,27.500,3,Lejlighed,80,1886,2 %,Aktuel værdi
"Meinungsgade 16, 3. TV2200 København N",vn N,1.250.000,10-12-2012,Alm. Salg,22.727,2,Lejlighed,55,1910,0 %,Aktuel værdi
"Søllerødgade 37, 4. TV2200 København N",vn N,1.065.000,06-12-2012,Fam. Salg,17.750,2,Lejlighed,60,1903,,Aktuel værdi
"Tagensvej 53, 2. TV2200 København N",vn N,1.615.000,06-12-2012,Alm. Salg,24.469,3,Lejlighed,66,1933,-5 %,Aktuel værdi
"Tagensvej 47, 4. 272200 København N",vn N,600.000,05-12-2012,Alm. Salg,13.953,1,Lejlighed,43,1966,,Aktuel værdi
"Nørre Allé 11B, 52200 København N",vn N,4.095.000,05-12-2012,Alm. Salg,31.022,4,Lejlighed,132,1900,0 %,Aktuel værdi
"Thyrasgade 4, 3. 4102200 København N",vn N,1.135.000,28-11-2012,Alm. Salg,18.916,2,Lejlighed,60,1974,,Aktuel værdi
"Møllegade 22, 2. TV2200 København N",vn N,1.475.000,28-11-2012,Alm. Salg,28.365,2,Lejlighed,52,1889,-5 %,Aktuel værdi
"Kronborggade 20, 1. TH2200 København N",vn N,900.000,27-11-2012,Alm. Salg,12.162,4,Lejlighed,74,1900,,Aktuel værdi
"Rantzausgade 52, 4. TH2200 København N",vn N,1.448.000,27-11-2012,Alm. Salg,30.808,2,Lejlighed,47,1889,4 %,Aktuel værdi
"Griffenfeldsgade 43, 22200 København N",vn N,2.337.500,27-11-2012,Fam. Salg,16.938,4,Lejlighed,138,1880,,Aktuel værdi
"Tagensvej 47, 4. 302200 København N",vn N,645.000,26-11-2012,Alm. Salg,15.000,1,Lejlighed,43,1966,3 %,Aktuel værdi
"Wesselsgade 13, 5. TH2200 København N",vn N,3.090.000,26-11-2012,Alm. Salg,25.327,4,Lejlighed,122,1875,-3 %,Aktuel værdi
"Vølundsgade 22, 4. TH2200 København N",vn N,1.405.000,25-11-2012,Alm. Salg,23.416,2,Lejlighed,60,1907,1 %,Aktuel værdi
"Sortedam Dossering 25, 5. TH2200 København N",vn N,5.100.000,20-11-2012,Alm. Salg,30.909,2,Lejlighed,165,1892,-3 %,Aktuel værdi
"Jagtvej 25, 2. TV2200 København N",vn N,2.595.000,20-11-2012,Alm. Salg,24.481,4,Lejlighed,106,1899,0 %,Aktuel værdi
